id,product_id,feature_key,feature_label,feature_value,source_text,extraction_method,updated_at
2202,596,application_channel,Başvuru / Kanal,İnternet Şubesi · Mobil,Online Finansman; şubeye gitmenize gerek kalmadan güncel limit ve teminat bilgilerine anında ulaşabileceğiniz ve yurt içi finansman ihtiyaçlarını İnternet Şube ve Kuveyt Türk Mobil üzerinden self servis olarak karşılayabileceğiniz Kuveyt Türk ürünüdür.,rule_based_source,2026-08-12T11:10:22+00:00
2203,597,usage_purpose,Kullanım Amacı,Savunma sanayii tedarikçilerinin yatırım ve finansman ihtiyaçlarının desteklenmesi,"lığı Finansman Destek Paketi Savunma Sanayii Başkanlığı Finansman Destek Paketi Kuveyt Türk’ten Savunma Sanayi Tedarikçilerine Stratejik Destek Millî Teknoloji Hamlesi kapsamında, tedarik ekosistemine yönelik yatırımları desteklemek amacıyla, Savunma Sanayii Başkanlığı ile Leasing finansmanı ve İşletme finansmanı destek programı oluşturulmuştur. Destek Paketi kapsamında; 500 Milyon Euro Leasing Finansmanı 100 Milyon Euro İşletme Finansmanı olmak üz",rule_based_source,2026-08-12T11:10:22+00:00
2204,597,target_segment,Hedef Kitle,Ticari · KOBİ,"Destek Paketi Detayları Savunma Sanayii Başkanlığı tarafından belirlenen, savunma sanayiine yönelik faaliyette bulunan, Eydep Sertifikasına sahip Ticari ve KOBİ ölçekli firmalar yararlanabilecektir.",source_and_structured_scope,2026-08-12T11:10:22+00:00
2205,597,repayment_structure,Ödeme / Kullanım Yapısı,Leasing: azami 60 ay · İşletme Finansmanı: azami 12 ay,"da değerlendirilen A, B ve C sertifikasına sahip firma olma şartı aranmaktadır. Leasing Finansman paketi, şirketin kredibilitesine göre 12 aya kadar varan anapara geri ödemesiz bir dönem içermekte olup, toplamda 60 aya kadar vadelerle sunulacaktır. %0,49 komisyon ve 6,29’dan başlayan yıllık kar payı oranı ile leasing finansmanı, EURO cinsinden müşterilerin kullanımına açılacaktır. TL geri ödemeli Leasing işlemlerinde 12-24-36-48-60 eşit taksit seçenekleri ile finansman sağlanabilecektir. İşletme",rule_based_source,2026-08-12T11:10:22+00:00
2206,598,usage_purpose,Kullanım Amacı,İşletme yatırımı / mal ve hizmet finansmanı,"Arsa, araç, iş yeri, makine teçhizat, ekipman gibi ürünleriniz için bu finansmandan yararlanabilirsiniz.",rule_based_source,2026-08-12T11:10:22+00:00
2207,598,transaction_structure,İşlem / Finansman Yapısı,Taksitli finansman,İşletmenize uygun esnek ödeme olanakları sunan Taksitli Ticari Finansman desteğinden yararlanmak için hemen başvurunuzu gerçekleştirin.,product_identity,2026-08-12T11:10:22+00:00
2208,598,target_segment,Hedef Kitle,Ticari · İşletmeler,Taksitli Ticari Finansman; işletmenizin yatırım planları doğrultusunda edineceği varlıkların fonlamasını yapabilmenizi sağlayan Kuveyt Türk ürünüdür.,source_and_structured_scope,2026-08-12T11:10:22+00:00
2209,598,currency,Para Birimi,TL / Yabancı Para,"Taksitli Ticari Finansman Özellikleri TL, Dolar ve Euro cinsinden finansman imkânından yararlanabilirsiniz.",rule_based_source,2026-08-12T11:10:22+00:00
2210,598,application_channel,Başvuru / Kanal,İnternet Şubesi · Şube,"Dilerseniz, İnternet Şube üzerinden Online Finansman yoluyla da başvuru yapabilirsiniz.",rule_based_source,2026-08-12T11:10:22+00:00
2211,598,repayment_structure,Ödeme / Kullanım Yapısı,Esnek ödeme · Taksitli,İşletmenize uygun esnek ödeme olanakları sunan Taksitli Ticari Finansman desteğinden yararlanmak için hemen başvurunuzu gerçekleştirin.,rule_based_source,2026-08-12T11:10:22+00:00
2212,599,usage_purpose,Kullanım Amacı,İşletmenin finansman ihtiyacının karşılanması,"Kuveyt Türk, hızlı ve kolay finansman çözümleriyle Nakit finansmana ihtiyaç duyan şirketlerin her an yanında!",rule_based_source,2026-08-12T11:10:22+00:00
2213,599,target_segment,Hedef Kitle,Ticari,scope=ticari,structured_scope,2026-08-12T11:10:22+00:00
2214,599,application_channel,Başvuru / Kanal,Şube,Size en yakın Kuveyt Türk şubesine başvurup gerekli sözleşmeleri imzalayarak süreci başlatabilirsiniz.,rule_based_source,2026-08-12T11:10:22+00:00
2215,600,usage_purpose,Kullanım Amacı,İşletme nakit akışının desteklenmesi,İşletme Finansmanı Özellikleri • Nakit akışına uygun ödemesiz dönem ve esnek geri ödeyebilme imkânından yararlanabilirsiniz.,rule_based_source,2026-08-12T11:10:22+00:00
2216,600,target_segment,Hedef Kitle,Ticari · İşletmeler,"• Ödemelerinizi, işletmenizin nakit akışına uygun olacak şekilde yapabilirsiniz.",source_and_structured_scope,2026-08-12T11:10:22+00:00
2217,600,foreign_trade,Dış Ticaret,Evet,• İhracat ve ithalat yapan firmanız için ihracat taahhüdüne istinaden Yabancı Para (YP) kredisinden yararlanabilirsiniz.,rule_based_source,2026-08-12T11:10:22+00:00
2218,600,application_channel,Başvuru / Kanal,Mobil · Şube,"Kuveyt Türk müşterisi değilseniz, Kuveyt Türk Mobil'i indirerek müşterimiz olabilir ve İşletme Finansmanı'ndan hızlıca yararlanabilirsiniz.",rule_based_source,2026-08-12T11:10:22+00:00
2219,601,target_segment,Hedef Kitle,Bireysel,scope=bireysel,structured_scope,2026-08-12T11:10:22+00:00
2220,602,target_segment,Hedef Kitle,Bireysel,scope=bireysel,structured_scope,2026-08-12T11:10:22+00:00
2221,603,target_segment,Hedef Kitle,Bireysel,scope=bireysel,structured_scope,2026-08-12T11:10:22+00:00
2222,604,target_segment,Hedef Kitle,Bireysel,scope=bireysel,structured_scope,2026-08-12T11:10:22+00:00
2223,605,target_segment,Hedef Kitle,Bireysel,scope=bireysel,structured_scope,2026-08-12T11:10:22+00:00
2224,605,digital_process,Dijital İşlem,Evet,Kuveyt Türk Mobil üzerinden dakikalar içerisinde Kazançlı Fon Finansmanı'na başvurabilir veya dilerseniz size en yakın Kuveyt Türk şubesinden başvuru yapabilirsiniz.,rule_based_source,2026-08-12T11:10:22+00:00
2225,605,application_channel,Başvuru / Kanal,Mobil · Şube,Kuveyt Türk Mobil üzerinden dakikalar içerisinde Kazançlı Fon Finansmanı'na başvurabilir veya dilerseniz size en yakın Kuveyt Türk şubesinden başvuru yapabilirsiniz.,rule_based_source,2026-08-12T11:10:22+00:00
2226,606,target_segment,Hedef Kitle,Bireysel,scope=bireysel,structured_scope,2026-08-12T11:10:22+00:00
2227,606,digital_process,Dijital İşlem,Evet,Eğer müşterimiz değilseniz Kuveyt Türk Mobil üzerinden Kuveyt Türklü olmanın ayrıcalığından hemen yararlanın.,rule_based_source,2026-08-12T11:10:22+00:00
2228,606,application_channel,Başvuru / Kanal,Mobil,Eğer müşterimiz değilseniz Kuveyt Türk Mobil üzerinden Kuveyt Türklü olmanın ayrıcalığından hemen yararlanın.,rule_based_source,2026-08-12T11:10:22+00:00
2229,607,target_segment,Hedef Kitle,Bireysel,scope=bireysel,structured_scope,2026-08-12T11:10:22+00:00
2230,608,target_segment,Hedef Kitle,Bireysel,scope=bireysel,structured_scope,2026-08-12T11:10:22+00:00
2231,609,target_segment,Hedef Kitle,Bireysel,scope=bireysel,structured_scope,2026-08-12T11:10:22+00:00
2232,609,digital_process,Dijital İşlem,Evet,Hayat Finans Mobil uygulamasına giriş yapıp ana sayfada bulunan Bana Bunu Al butonuna tıklayın.,rule_based_source,2026-08-12T11:10:22+00:00
2233,609,application_channel,Başvuru / Kanal,Mobil,Hayat Finans Mobil uygulamasına giriş yapıp ana sayfada bulunan Bana Bunu Al butonuna tıklayın.,rule_based_source,2026-08-12T11:10:22+00:00
2234,610,target_segment,Hedef Kitle,Bireysel,scope=bireysel,structured_scope,2026-08-12T11:10:22+00:00
2235,610,digital_process,Dijital İşlem,Evet,Kredi* (finansman) taksit ödemelerinizi sadece Hayat Finans Mobil uygulamamız üzerinden gerçekleştirebilirsiniz.,rule_based_source,2026-08-12T11:10:22+00:00
2236,610,application_channel,Başvuru / Kanal,Mobil,Kredi* (finansman) taksit ödemelerinizi sadece Hayat Finans Mobil uygulamamız üzerinden gerçekleştirebilirsiniz.,rule_based_source,2026-08-12T11:10:22+00:00
2237,611,transaction_structure,İşlem / Finansman Yapısı,Teminat mektubu,E-Teminat Mektubu Hayat Finans E-Teminat Mektubu ile yurt içi iş birliklerinizi güvence altına alın!,product_identity,2026-08-12T11:10:22+00:00
2238,611,target_segment,Hedef Kitle,Ticari,scope=ticari,structured_scope,2026-08-12T11:10:22+00:00
2239,611,currency,Para Birimi,TL / Yabancı Para,E-Teminat Mektubu Özellikleri E-teminat mektubunu TL veya döviz cinsi üzerinden süreli ya da süresiz olmak üzere düzenleyebilirsiniz.,rule_based_source,2026-08-12T11:10:22+00:00
2240,611,foreign_trade,Dış Ticaret,Evet,"Mal alımı, taahhüt, gümrük, bayilik teminatı, mahkeme veya vergi dairesi işlemleriyle ilgili konular dâhilinde hazırlayabilirsiniz.",rule_based_source,2026-08-12T11:10:22+00:00
2241,612,usage_purpose,Kullanım Amacı,Küçük işletmelerin finansman ihtiyacının karşılanması,"Mikro Finansman Küçük işletmeler için hızlı, pratik ve kesintisiz finansman çözümleri ile yanınızdayız!",rule_based_source,2026-08-12T11:10:22+00:00
2242,612,target_segment,Hedef Kitle,Ticari · İşletmeler,"Mikro Finansman Küçük işletmeler için hızlı, pratik ve kesintisiz finansman çözümleri ile yanınızdayız!",source_and_structured_scope,2026-08-12T11:10:22+00:00
2243,613,usage_purpose,Kullanım Amacı,İşletmenin finansman ihtiyacının karşılanması,"Ticari Finansman Firmanıza özel, ticari faaliyetlerinize uyum sağlayan esnek ve avantajlı finansman çözümlerinden faydalanın!",rule_based_source,2026-08-12T11:10:22+00:00
2244,613,target_segment,Hedef Kitle,Ticari,scope=ticari,structured_scope,2026-08-12T11:10:22+00:00
2245,614,usage_purpose,Kullanım Amacı,İşletme nakit akışının desteklenmesi,İşletme Finansmanı ile işinizi büyütün Hayat Finans ile işletmenizin nakit akışını destekleyecek finansmana hızlı ve kolay şekilde ulaşın.,rule_based_source,2026-08-12T11:10:22+00:00
2246,614,target_segment,Hedef Kitle,Ticari · İşletmeler,İşletme Finansmanı ile işinizi büyütün Hayat Finans ile işletmenizin nakit akışını destekleyecek finansmana hızlı ve kolay şekilde ulaşın.,source_and_structured_scope,2026-08-12T11:10:22+00:00
2247,615,target_segment,Hedef Kitle,Bireysel,scope=bireysel,structured_scope,2026-08-12T11:10:22+00:00
2830,616,target_segment,Hedef Kitle,Bireysel,scope=bireysel,structured_scope,2026-08-13T11:10:38+00:00
2831,616,digital_process,Dijital İşlem,Evet,"Hayalindeki sıfır ya da ikinci el arabaya kavuşmak için Dijital Taşıt Finansmanı başvurunu Mobil Şube üzerinden kolayca yap; şubeye gitmeden, sıra beklemeden tüm belgelerini yükle.",rule_based_source,2026-08-13T11:10:38+00:00
2832,616,application_channel,Başvuru / Kanal,Mobil · Şube,"Hayalindeki sıfır ya da ikinci el arabaya kavuşmak için Dijital Taşıt Finansmanı başvurunu Mobil Şube üzerinden kolayca yap; şubeye gitmeden, sıra beklemeden tüm belgelerini yükle.",rule_based_source,2026-08-13T11:10:38+00:00
2833,616,security_type,Teminat / Güvence,Rehin,Araç satış ve rehin işlemleri tamamlandıktan sonra ilgili belgeleri yine Mobil Şube üzerinden yükleyin.,rule_based_source,2026-08-13T11:10:38+00:00
2834,617,target_segment,Hedef Kitle,Bireysel,scope=bireysel,structured_scope,2026-08-13T11:10:38+00:00
2835,617,digital_process,Dijital İşlem,Evet,"Motosiklet Finansmanı (Motosiklet Kredisi)* geri ödemelerinizi Türkiye Finans İnternet Şubesi veya Mobil Şube üzerinden, hesabınızdaki bakiyeyi kullanarak ATM’lerimizden ve Türkiye Finans şubelerinden yapabilirsiniz.",rule_based_source,2026-08-13T11:10:38+00:00
2836,617,application_channel,Başvuru / Kanal,İnternet Şubesi · Mobil · Şube,"Motosiklet Finansmanı (Motosiklet Kredisi)* geri ödemelerinizi Türkiye Finans İnternet Şubesi veya Mobil Şube üzerinden, hesabınızdaki bakiyeyi kullanarak ATM’lerimizden ve Türkiye Finans şubelerinden yapabilirsiniz.",rule_based_source,2026-08-13T11:10:38+00:00
2837,617,security_type,Teminat / Güvence,Rehin,Motosiklet Finansmanı (Motosiklet Kredisi)* kullanmak için aşağıdaki teminatlardan birini kullanabilirsiniz: Alınacak aracın rehini Gayrimenkul ipoteği Nakit bloke teminatı Motosiklet Finansmanı (Motosiklet Kredisi)* Hesaplama Maliyet Tablosu Türkiye Finans Motosiklet Finansmanı (Motosiklet Kredisi)* ile dilediğiniz 0 ya da 2.,rule_based_source,2026-08-13T11:10:38+00:00
2838,618,transaction_structure,İşlem / Finansman Yapısı,Taksitli finansman,"Taksitli Ticari Araç / Taşıt Finansmanı (Taksitli Ticari Taşıt Kredisi)* Türkiye Finans tarafından binek oto (taksi), minibüs, kamyonet gibi ticari araçların alımı için sağlanan finansman desteğidir.",product_identity,2026-08-13T11:10:38+00:00
2839,618,target_segment,Hedef Kitle,Bireysel,scope=bireysel,structured_scope,2026-08-13T11:10:38+00:00
2840,618,digital_process,Dijital İşlem,Evet,"Geri ödemelerinizi Türkiye Finans İnternet Şubesi ve Mobil Şube üzerinden, hesabınızdaki bakiyeyi kullanarak ATM’lerimizden ve Türkiye Finans şubelerinden yapabilirsiniz.",rule_based_source,2026-08-13T11:10:38+00:00
2841,618,application_channel,Başvuru / Kanal,İnternet Şubesi · Mobil · Şube,"Geri ödemelerinizi Türkiye Finans İnternet Şubesi ve Mobil Şube üzerinden, hesabınızdaki bakiyeyi kullanarak ATM’lerimizden ve Türkiye Finans şubelerinden yapabilirsiniz.",rule_based_source,2026-08-13T11:10:38+00:00
2842,618,repayment_structure,Ödeme / Kullanım Yapısı,Taksitli,Taksitli Ticari Araç bedelinin ne kadarı için finansman kullanabilirim?,rule_based_source,2026-08-13T11:10:38+00:00
2843,619,target_segment,Hedef Kitle,Bireysel,scope=bireysel,structured_scope,2026-08-13T11:10:38+00:00
2844,619,digital_process,Dijital İşlem,Evet,"Geri ödemelerinizi Türkiye Finans İnternet Şubesi, Mobil Şube, hesabınızdaki bakiyeyi kullanarak ATM’lerimizden ve Türkiye Finans şubelerinden yapabilirsiniz.",rule_based_source,2026-08-13T11:10:38+00:00
2845,619,application_channel,Başvuru / Kanal,İnternet Şubesi · Mobil · Şube,"Geri ödemelerinizi Türkiye Finans İnternet Şubesi, Mobil Şube, hesabınızdaki bakiyeyi kullanarak ATM’lerimizden ve Türkiye Finans şubelerinden yapabilirsiniz.",rule_based_source,2026-08-13T11:10:38+00:00
2846,619,security_type,Teminat / Güvence,Rehin,Araç / Taşıt Finansmanı (Taşıt Kredisi)* kullanmak için aşağıdaki teminatlardan birini kullanabilirsiniz: Alınacak aracın rehini Gayrimenkul ipoteği Nakit bloke teminatı Türkiye Finans Araç / Taşıt Finansmanı (Taşıt Kredisi)* için Gerekli Belgeler Nelerdir?,rule_based_source,2026-08-13T11:10:38+00:00
2847,620,target_segment,Hedef Kitle,Bireysel,scope=bireysel,structured_scope,2026-08-13T11:10:38+00:00
2848,620,digital_process,Dijital İşlem,Evet,"Geri ödemelerinizi Türkiye Finans İnternet Şubesi , Mobil Şube , hesabınızdaki bakiyeyi kullanarak ATM’lerimizden ve Türkiye Finans şubelerinden yapabilirsiniz.",rule_based_source,2026-08-13T11:10:38+00:00
2849,620,application_channel,Başvuru / Kanal,İnternet Şubesi · Mobil · Şube,"Geri ödemelerinizi Türkiye Finans İnternet Şubesi , Mobil Şube , hesabınızdaki bakiyeyi kullanarak ATM’lerimizden ve Türkiye Finans şubelerinden yapabilirsiniz.",rule_based_source,2026-08-13T11:10:38+00:00
2850,620,security_type,Teminat / Güvence,Rehin,"Ticari Hat / Ticari Plaka Finansmanı (Ticari Hat / Ticari Plaka Kredisi)* kullanmak için aşağıdaki teminatlardan birini kullanabilirsiniz: Alınacak aracın rehini Gayrimenkul ipoteği Nakit bloke teminatı Ticari Hat / Ticari Plaka Finansmanı (Ticari Hat / Ticari Plaka Kredisi)* Başvurusu için Gerekli Belgeler Kimlik Belgesi Gelir belgesi/maaş bordrosu, Serbest meslek sahipleri ve işletme sahipleri için son yıla ait vergi levhası ve onaylı bilanço, gelir tabloları, mizan, imza sirküleri, kuruluş ve",rule_based_source,2026-08-13T11:10:38+00:00
2851,621,target_segment,Hedef Kitle,Bireysel,scope=bireysel,structured_scope,2026-08-13T11:10:38+00:00
2852,621,security_type,Teminat / Güvence,İpotek,"Yıllık maliyete kar oranı, tahsis ücreti, ekspertiz ücreti, ipotek tesis ücreti dahil edilmiştir.",rule_based_source,2026-08-13T11:10:38+00:00
2853,622,target_segment,Hedef Kitle,Bireysel,scope=bireysel,structured_scope,2026-08-13T11:10:38+00:00
2854,623,usage_purpose,Kullanım Amacı,İşletme yatırımı / mal ve hizmet finansmanı,"Dijital Taksitli Ticari Finansman; işletmenizin ihtiyacı olan her türlü hammadde, yarı mamul ve mamulün için kullanabileceğiniz finansman desteğidir.",rule_based_source,2026-08-13T11:10:38+00:00
2855,623,transaction_structure,İşlem / Finansman Yapısı,Taksitli finansman,"Dijital Taksitli Ticari Finansman başvurunuzu şimdi yapın, 1 milyon TL’ye varan finansman tutarına 12 ay vade ile hemen ulaşın.",product_identity,2026-08-13T11:10:38+00:00
2856,623,target_segment,Hedef Kitle,Ticari · İşletmeler,"Dijital Taksitli Ticari Finansman; işletmenizin ihtiyacı olan her türlü hammadde, yarı mamul ve mamulün için kullanabileceğiniz finansman desteğidir.",source_and_structured_scope,2026-08-13T11:10:38+00:00
2857,623,currency,Para Birimi,TL,Şubelerimiz üzerinden yapacağınız Taksitli Ticari Finansman başvurularında TL cinsinden finansman kullanabilirsiniz.,rule_based_source,2026-08-13T11:10:38+00:00
2858,623,digital_process,Dijital İşlem,Evet,"Üstelik artık Türkiye Finans Mobil üzerinden kolayca başvurabilir, onaylanan finansmanınızla tüm tedarikçi ödemelerini uygulama üzerinden anında yapabilirsiniz.",rule_based_source,2026-08-13T11:10:38+00:00
2859,623,application_channel,Başvuru / Kanal,Mobil · Şube · SMS,"Üstelik artık Türkiye Finans Mobil üzerinden kolayca başvurabilir, onaylanan finansmanınızla tüm tedarikçi ödemelerini uygulama üzerinden anında yapabilirsiniz.",rule_based_source,2026-08-13T11:10:38+00:00
2860,623,repayment_structure,Ödeme / Kullanım Yapısı,Taksitli,Taksitli Ticari Finansman başvurusu ve finansman kullandırım süreci Türkiye Finans Mobil üzerinden de gerçekleştirilebilir.,rule_based_source,2026-08-13T11:10:38+00:00
2861,624,usage_purpose,Kullanım Amacı,İşletme yatırımı / mal ve hizmet finansmanı,"ler Finansman Desteği Ana Sayfa / Ticari / Nakdi Finansman / Finansman Desteği Sayfayı Yazdır Facebook'da Paylaş Twitter'da Paylaş Linkedin'de Paylaş Sayfa İçeriği Türkiye Finans, yatırımlarınız için ihtiyacınız olan finansman desteğini en uygun koşullarla sunar . İhtiyacınız olan her türlü hammadde, yarı mamul ve mamulün yanı sıra gayrimenkul, makine, teçhizat ve hizmet bedeli işletmeniz adına Türkiye Finans tarafından satın alınır. Şirketiniz ile",rule_based_source,2026-08-13T11:10:38+00:00
2862,624,target_segment,Hedef Kitle,Ticari,scope=ticari,structured_scope,2026-08-13T11:10:38+00:00
2863,624,foreign_trade,Dış Ticaret,Evet,"Döviz Kredileri Döviz Kredileri, ihracat veya ihracat sayılan satış yapan ya da döviz kazandırıcı faaliyetlerde bulunan firmalar için finansman desteği sağlar.",rule_based_source,2026-08-13T11:10:38+00:00
2864,624,repayment_structure,Ödeme / Kullanım Yapısı,Döviz Kredileri: 18 aya varan taksit,"n finansman desteği sağlar. Döviz Kredilerinden yararlanabilmek için ihracat taahhüdünün yerine getirilmesi gereklidir. Döviz Kredilerinin Avantajları 18 aya varan taksitleriyle ihracatın finansmanında kolaylık sağlar. Taahhüt edilen işlemin gerçekleştirilmesine bağlı olarak vergi, resim harç ve fon muafiyeti vardır. Yurtdışı işlemleriniz için uzma",rule_based_source,2026-08-13T11:10:38+00:00
2865,625,target_segment,Hedef Kitle,Bireysel,scope=bireysel,structured_scope,2026-08-13T11:10:38+00:00
2866,625,digital_process,Dijital İşlem,Evet,Dijital İhtiyaç Finansmanının (Dijital İhtiyaç Kredisi)* başvurusu İnternet Şube ve Mobil Şube üzerinden yapılır.,rule_based_source,2026-08-13T11:10:38+00:00
2867,625,application_channel,Başvuru / Kanal,İnternet Şubesi · Mobil · SMS,Dijital İhtiyaç Finansmanının (Dijital İhtiyaç Kredisi)* başvurusu İnternet Şube ve Mobil Şube üzerinden yapılır.,rule_based_source,2026-08-13T11:10:38+00:00
2868,626,target_segment,Hedef Kitle,Bireysel,scope=bireysel,structured_scope,2026-08-13T11:10:38+00:00
2869,626,digital_process,Dijital İşlem,Evet,"eXtra Limit’e eğer müşterimizseniz; şubeye gitmeye gerek kalmadan Türkiye Finans İnternet Şubesi ve Mobil Şube üzerinden başvurabilir, tüm kartlarınızdan bağımsız ek finansman limitine sahip olabilirsiniz.",rule_based_source,2026-08-13T11:10:38+00:00
2870,626,application_channel,Başvuru / Kanal,İnternet Şubesi · Mobil,"eXtra Limit’e eğer müşterimizseniz; şubeye gitmeye gerek kalmadan Türkiye Finans İnternet Şubesi ve Mobil Şube üzerinden başvurabilir, tüm kartlarınızdan bağımsız ek finansman limitine sahip olabilirsiniz.",rule_based_source,2026-08-13T11:10:38+00:00
2871,626,repayment_structure,Ödeme / Kullanım Yapısı,Döner limit · Harcamalar standart taksit sayısına otomatik bölünür · Taksit ödendikçe limit yeniden kullanıma açılır,Harcamalar standart taksit sayısına otomatik bölünür; eXtra Limit taksitleri ödendikçe limit yeniden kullanıma açılır.,turkiye_finans_extra_limit_guardrail_v1,2026-08-13T11:10:38+00:00
2872,627,target_segment,Hedef Kitle,Bireysel,scope=bireysel,structured_scope,2026-08-13T11:10:38+00:00
2873,627,digital_process,Dijital İşlem,Evet,"İhtiyaç finansmanına şubelerden, mobilden, internet şubesinden veya çağrı merkezinden başvur, Türkiye Finans'ın sunduğu avantajlardan sen de yararlan.",rule_based_source,2026-08-13T11:10:38+00:00
2874,627,application_channel,Başvuru / Kanal,İnternet Şubesi · Mobil · Şube,"İhtiyaç finansmanına şubelerden, mobilden, internet şubesinden veya çağrı merkezinden başvur, Türkiye Finans'ın sunduğu avantajlardan sen de yararlan.",rule_based_source,2026-08-13T11:10:38+00:00
2875,628,target_segment,Hedef Kitle,Bireysel,scope=bireysel,structured_scope,2026-08-13T11:10:38+00:00
2876,629,usage_purpose,Kullanım Amacı,İşletme yatırımı / mal ve hizmet finansmanı,İhtiyaçlarınıza ve yatırım planlarınıza göre leasing ile finanse edilebilecek başlıca sabit kıymetler: İş ve inşaat makineleri Endüstriyel makine ve ekipmanlar Tekstil makineleri Metal işleme makineleri Yenilenebilir enerjisi üretim ve enerji verimliliği ekipmanları Ticari amaçlı gayrimenkul Tarım makineleri Plastik işleme makineleri Sağlık sektörü ekipmanları Matbaacılık ve kağıt işleme makineleri Bilgi işlem ve büro sistemleri Elektronik ve optik cihazlar Turizm ekipmanları Türkiye Finans’ta L,rule_based_source,2026-08-13T11:10:38+00:00
2877,629,target_segment,Hedef Kitle,Ticari,scope=ticari,structured_scope,2026-08-13T11:10:38+00:00
2878,629,foreign_trade,Dış Ticaret,Evet,"Leasing’e (finansal kiralalama) konu edilen sabit kıymetin satın almasına ilişkin sipariş, akreditif, ithalat ve gümrük gibi tüm süreçler, Türkiye Finans’ın uzman ekibi tarafından yönetilir.",rule_based_source,2026-08-13T11:10:38+00:00
2879,630,usage_purpose,Kullanım Amacı,Tarımsal ürün karşılığı finansman,Türkiye Finans ELÜS Teminatlı Finansman ile dönemsel nakit ihtiyacınızı karşılamak için ELÜS tutarının %90’ına kadar finansman kullanabilir ve vergi avantajından yararlanabilirsiniz.,rule_based_source,2026-08-13T11:10:38+00:00
2880,630,transaction_structure,İşlem / Finansman Yapısı,ELÜS teminatlı finansman,Türkiye Finans ELÜS Teminatlı Finansman ile dönemsel nakit ihtiyacınızı karşılamak için ELÜS tutarının %90’ına kadar finansman kullanabilir ve vergi avantajından yararlanabilirsiniz.,product_identity,2026-08-13T11:10:38+00:00
2881,630,target_segment,Hedef Kitle,Ticari,scope=ticari,structured_scope,2026-08-13T11:10:38+00:00
2882,630,application_channel,Başvuru / Kanal,Şube,ELÜS Teminatlı Finansman başvurunuzu size en yakın Türkiye Finans şubesinden yapabilirsiniz.,rule_based_source,2026-08-13T11:10:38+00:00
2883,630,security_type,Teminat / Güvence,ELÜS,Türkiye Finans ELÜS Teminatlı Finansman ile dönemsel nakit ihtiyacınızı karşılamak için ELÜS tutarının %90’ına kadar finansman kullanabilir ve vergi avantajından yararlanabilirsiniz.,rule_based_source,2026-08-13T11:10:38+00:00
2884,631,usage_purpose,Kullanım Amacı,İşletme sermayesi / nakit ihtiyacı,"Firmanızın kısa vadeli işletme sermayesi ve acil nakit ihtiyaçlarını güvenli bir şekilde karşılayabileceğiniz, esnek ödeme seçeneği ile tekrar kullanma imkânı sağlayan ve vade sonuna kadar kâr oranı sabit olan bir finansman desteğidir.",rule_based_source,2026-08-13T11:10:38+00:00
2885,631,transaction_structure,İşlem / Finansman Yapısı,Esnek / limitli kullanım,Şirketinizin kısa vadeli nakit ihtiyaçları için sabit kâr oranı avantajı ile Esnek Destek Finansmanı hizmetinizde.,product_identity,2026-08-13T11:10:38+00:00
2886,631,target_segment,Hedef Kitle,Ticari,scope=ticari,structured_scope,2026-08-13T11:10:38+00:00
2887,631,repayment_structure,Ödeme / Kullanım Yapısı,Limit dahilinde esnek kullanım · Esnek ödeme,Limitiniz dahilinde dilediğiniz zaman ve miktarda para çekme imkânı sunar.,rule_based_source,2026-08-13T11:10:38+00:00
2888,632,usage_purpose,Kullanım Amacı,Teminat desteğiyle finansmana erişimin kolaylaştırılması,"KFK, teminat yetersizliği nedeniyle KOBİ kredilerine erişimde zorluk yaşayan KOBİ’ler ile KOBİ dışı işletmelerin teminat ihtiyaçlarını karşılayarak finansmana erişimlerini kolaylaştırmayı hedefleyen bir kefalet desteği sistemidir.",rule_based_source,2026-08-13T11:10:38+00:00
2889,632,target_segment,Hedef Kitle,Ticari · İşletmeler,"Katılım Finans Kefalet AŞ (KFK), teminat yetersizliği nedeniyle finansmana erişimde zorluk yaşayan işletmelere destek sağlayarak katılım finans ekosistemini güçlendirmeyi hedefleyen bir kuruluştur.",source_and_structured_scope,2026-08-13T11:10:38+00:00
2890,632,currency,Para Birimi,TL / Yabancı Para,"Katılım Finans Kefalet AŞ (KFK) tarafından sunulan kefalet desteğinin temel özellikleri şunlardır: KFK kredisi, katılım bankacılığı prensiplerine uygun olmak kaydıyla işletmelerin ihtiyaç duyduğu her türlü Türk Lirası veya döviz cinsinden nakdi finansmana kefalet sağlar.",rule_based_source,2026-08-13T11:10:38+00:00
2891,632,application_channel,Başvuru / Kanal,Şube,Başvuru adımları genel olarak aşağıdaki gibidir: Türkiye Finans şubeleri üzerinden Katılım Finans Kefalet başvurusu yapılır.,rule_based_source,2026-08-13T11:10:38+00:00
2892,632,security_type,Teminat / Güvence,Kefalet,"Türkiye Finans olarak, Katılım Finans Kefalet AŞ (KFK) iş birliğiyle teminat desteğine ihtiyacı olan işletmelerin yanında olmaya devam ediyoruz.",rule_based_source,2026-08-13T11:10:38+00:00
2893,633,usage_purpose,Kullanım Amacı,İşletme yatırımı / mal ve hizmet finansmanı,"Taksitli Ticari Finansman; işletmenizin ihtiyacı olan her türlü hammadde, yarı mamul ve mamulün yanı sıra gayrimenkul, makine, teçhizat ve hizmet bedeli için kullanabileceğiniz finansman desteğidir.",rule_based_source,2026-08-13T11:10:38+00:00
