product_id,scenario_key,scenario_type,input_amount,input_maturity_months,input_variant,profit_share_rate,monthly_installment,total_repayment,monthly_cost_rate,annual_cost_rate,effective_annual_profit_rate,allocation_fee,mortgage_fee,appraisal_fee,total_fees,scenario_status,source_kind,source_note,checked_at,bank_name,product_name,source_url,product_family_key,product_family
286,benchmark_100000_36,live_calculator_snapshot,100000.0,36,0km,3.19,5396.85,194286.46,,,,,0.00,0.00,,verified_live_calculator_direct_mapping,official_live_calculator_endpoint,"Vakıf Katılım resmi finansman hesaplama aracından 100.000 TL / 36 ay için canlı olarak doğrulandı. total_repayment, bankanın 'Geri Ödenecek Toplam Tutar' değeridir. Ekspertiz ve ipotek değerleri hesaplayıcının doğrudan döndürdüğü alanlardır. Tahsis ücreti ve eksiksiz toplam masraf değeri response'ta bulunmadığından allocation_fee ve total_fees NULL bırakıldı. Kanonik ürün verileri değiştirilmedi.",2026-08-20T03:51:07.444480+03:00,Vakıf Katılım,Taşıt Finansmanı,https://www.vakifkatilim.com.tr/tr/yardimci-sayfalar/hesaplama-araclari/finansman-hesaplama,arac_finansmani,Taşıt Finansmanı
286,benchmark_100000_36,live_calculator_snapshot,100000.0,36,2el,3.19,5396.85,194286.46,,,,,0.00,0.00,,verified_live_calculator_direct_mapping,official_live_calculator_endpoint,"Vakıf Katılım resmi finansman hesaplama aracından 100.000 TL / 36 ay için canlı olarak doğrulandı. total_repayment, bankanın 'Geri Ödenecek Toplam Tutar' değeridir. Ekspertiz ve ipotek değerleri hesaplayıcının doğrudan döndürdüğü alanlardır. Tahsis ücreti ve eksiksiz toplam masraf değeri response'ta bulunmadığından allocation_fee ve total_fees NULL bırakıldı. Kanonik ürün verileri değiştirilmedi.",2026-08-20T03:51:07.444480+03:00,Vakıf Katılım,Taşıt Finansmanı,https://www.vakifkatilim.com.tr/tr/yardimci-sayfalar/hesaplama-araclari/finansman-hesaplama,arac_finansmani,Taşıt Finansmanı
287,benchmark_100000_36,live_calculator_snapshot,100000.0,36,standard,3.85,6047.33,217703.79,,,,,1000.00,25000.00,,verified_live_calculator_direct_mapping,official_live_calculator_endpoint,"Vakıf Katılım resmi finansman hesaplama aracından 100.000 TL / 36 ay için canlı olarak doğrulandı. total_repayment, bankanın 'Geri Ödenecek Toplam Tutar' değeridir. Ekspertiz ve ipotek değerleri hesaplayıcının doğrudan döndürdüğü alanlardır. Tahsis ücreti ve eksiksiz toplam masraf değeri response'ta bulunmadığından allocation_fee ve total_fees NULL bırakıldı. Kanonik ürün verileri değiştirilmedi.",2026-08-20T03:51:07.444480+03:00,Vakıf Katılım,Arsa Finansmanı,https://www.vakifkatilim.com.tr/tr/yardimci-sayfalar/hesaplama-araclari/finansman-hesaplama,arsa_finansmani,Arsa Finansmanı
296,benchmark_100000_36,live_calculator_snapshot,100000.0,36,2el_konut,3.16,4690.38,168853.82,,,,,1000.00,25000.00,,verified_live_calculator_direct_mapping,official_live_calculator_endpoint,"Vakıf Katılım resmi finansman hesaplama aracından 100.000 TL / 36 ay için canlı olarak doğrulandı. total_repayment, bankanın 'Geri Ödenecek Toplam Tutar' değeridir. Ekspertiz ve ipotek değerleri hesaplayıcının doğrudan döndürdüğü alanlardır. Tahsis ücreti ve eksiksiz toplam masraf değeri response'ta bulunmadığından allocation_fee ve total_fees NULL bırakıldı. Kanonik ürün verileri değiştirilmedi.",2026-08-20T03:51:07.444480+03:00,Vakıf Katılım,Konut Finansmanı,https://www.vakifkatilim.com.tr/tr/yardimci-sayfalar/hesaplama-araclari/finansman-hesaplama,konut_finansmani,Konut Finansmanı
296,benchmark_100000_36,live_calculator_snapshot,100000.0,36,sifir_konut,3.16,4690.38,168853.82,,,,,1000.00,25000.00,,verified_live_calculator_direct_mapping,official_live_calculator_endpoint,"Vakıf Katılım resmi finansman hesaplama aracından 100.000 TL / 36 ay için canlı olarak doğrulandı. total_repayment, bankanın 'Geri Ödenecek Toplam Tutar' değeridir. Ekspertiz ve ipotek değerleri hesaplayıcının doğrudan döndürdüğü alanlardır. Tahsis ücreti ve eksiksiz toplam masraf değeri response'ta bulunmadığından allocation_fee ve total_fees NULL bırakıldı. Kanonik ürün verileri değiştirilmedi.",2026-08-20T03:51:07.444480+03:00,Vakıf Katılım,Konut Finansmanı,https://www.vakifkatilim.com.tr/tr/yardimci-sayfalar/hesaplama-araclari/finansman-hesaplama,konut_finansmani,Konut Finansmanı
318,benchmark_100000_36,live_calculator_snapshot,100000.0,36,standard,3.65,5846.85,210486.67,,,,,0.00,0.00,,verified_live_calculator_direct_mapping,official_live_calculator_endpoint,"Vakıf Katılım resmi finansman hesaplama aracından 100.000 TL / 36 ay için canlı olarak doğrulandı. total_repayment, bankanın 'Geri Ödenecek Toplam Tutar' değeridir. Ekspertiz ve ipotek değerleri hesaplayıcının doğrudan döndürdüğü alanlardır. Tahsis ücreti ve eksiksiz toplam masraf değeri response'ta bulunmadığından allocation_fee ve total_fees NULL bırakıldı. Kanonik ürün verileri değiştirilmedi.",2026-08-20T03:51:07.444480+03:00,Vakıf Katılım,İhtiyaç Finansmanı,https://www.vakifkatilim.com.tr/tr/yardimci-sayfalar/hesaplama-araclari/finansman-hesaplama,ihtiyac_finansmani,İhtiyaç Finansmanı
319,benchmark_100000_36,live_calculator_snapshot,100000.0,36,standard,3.85,6047.33,217703.79,,,,,1000.00,25000.00,,verified_live_calculator_direct_mapping,official_live_calculator_endpoint,"Vakıf Katılım resmi finansman hesaplama aracından 100.000 TL / 36 ay için canlı olarak doğrulandı. total_repayment, bankanın 'Geri Ödenecek Toplam Tutar' değeridir. Ekspertiz ve ipotek değerleri hesaplayıcının doğrudan döndürdüğü alanlardır. Tahsis ücreti ve eksiksiz toplam masraf değeri response'ta bulunmadığından allocation_fee ve total_fees NULL bırakıldı. Kanonik ürün verileri değiştirilmedi.",2026-08-20T03:51:07.444480+03:00,Vakıf Katılım,İş Yeri Finansmanı,https://www.vakifkatilim.com.tr/tr/yardimci-sayfalar/hesaplama-araclari/finansman-hesaplama,isyeri_finansmani,İş Yeri Finansmanı
344,benchmark_100000_36,live_calculator_snapshot,100000.0,36,standard,4.89,7132.66,256775.76,,,,,,,,verified_live_calculator_direct_mapping,official_live_calculator_endpoint,"Ziraat Katilim resmi Finansal Hesaplama Araci kullanilarak 100.000 TL / 36 ay senaryosu canli olarak dogrulandi. profit_share_rate, hesaplayicinin K?r Orani; monthly_installment, Taksit Tutari; total_repayment ise bankanin Toplam Geri Odenen Tutar alanidir. Calculator bu response'ta normalize edilebilir tahsis, ekspertiz, ipotek veya toplam masraf alanlari sunmadigi icin fee alanlari NULL birakildi. Canonical urun verisi degistirilmedi.",2026-08-20T06:03:06.575040+03:00,Ziraat Katılım,Hac ve Umre Finansmanı,https://www.ziraatkatilim.com.tr/finansal-hesaplama-araci,ihtiyac_finansmani,İhtiyaç Finansmanı
347,benchmark_100000_36,live_calculator_snapshot,100000.0,36,standard,3.39,5590.56,201260.16,,,,,,,,verified_live_calculator_direct_mapping,official_live_calculator_endpoint,"Ziraat Katilim resmi Finansal Hesaplama Araci kullanilarak 100.000 TL / 36 ay senaryosu canli olarak dogrulandi. profit_share_rate, hesaplayicinin K?r Orani; monthly_installment, Taksit Tutari; total_repayment ise bankanin Toplam Geri Odenen Tutar alanidir. Calculator bu response'ta normalize edilebilir tahsis, ekspertiz, ipotek veya toplam masraf alanlari sunmadigi icin fee alanlari NULL birakildi. Canonical urun verisi degistirilmedi.",2026-08-20T06:03:06.575040+03:00,Ziraat Katılım,Taşıt Finansmanı,https://www.ziraatkatilim.com.tr/finansal-hesaplama-araci,arac_finansmani,Taşıt Finansmanı
373,benchmark_100000_36,live_calculator_snapshot,100000.0,36,standard,4.19,6394.49,230201.64,,,,,,,,verified_live_calculator_direct_mapping,official_live_calculator_endpoint,"Ziraat Katilim resmi Finansal Hesaplama Araci kullanilarak 100.000 TL / 36 ay senaryosu canli olarak dogrulandi. profit_share_rate, hesaplayicinin K?r Orani; monthly_installment, Taksit Tutari; total_repayment ise bankanin Toplam Geri Odenen Tutar alanidir. Calculator bu response'ta normalize edilebilir tahsis, ekspertiz, ipotek veya toplam masraf alanlari sunmadigi icin fee alanlari NULL birakildi. Canonical urun verisi degistirilmedi.",2026-08-20T06:03:06.575040+03:00,Ziraat Katılım,Kolay Fon Finansmanı,https://www.ziraatkatilim.com.tr/finansal-hesaplama-araci,ihtiyac_finansmani,İhtiyaç Finansmanı
375,benchmark_100000_36,live_calculator_snapshot,100000.0,36,standard,4.99,7240.52,260658.72,,,,,,,,verified_live_calculator_direct_mapping,official_live_calculator_endpoint,"Ziraat Katilim resmi Finansal Hesaplama Araci kullanilarak 100.000 TL / 36 ay senaryosu canli olarak dogrulandi. profit_share_rate, hesaplayicinin K?r Orani; monthly_installment, Taksit Tutari; total_repayment ise bankanin Toplam Geri Odenen Tutar alanidir. Calculator bu response'ta normalize edilebilir tahsis, ekspertiz, ipotek veya toplam masraf alanlari sunmadigi icin fee alanlari NULL birakildi. Canonical urun verisi degistirilmedi.",2026-08-20T06:03:06.575040+03:00,Ziraat Katılım,Bireysel Arsa Finansmanı,https://www.ziraatkatilim.com.tr/finansal-hesaplama-araci,arsa_finansmani,Arsa Finansmanı
377,benchmark_100000_36,live_calculator_snapshot,100000.0,36,standard,3.19,4711.15,169601.4,,,,,,,,verified_live_calculator_direct_mapping,official_live_calculator_endpoint,"Ziraat Katilim resmi Finansal Hesaplama Araci kullanilarak 100.000 TL / 36 ay senaryosu canli olarak dogrulandi. profit_share_rate, hesaplayicinin K?r Orani; monthly_installment, Taksit Tutari; total_repayment ise bankanin Toplam Geri Odenen Tutar alanidir. Calculator bu response'ta normalize edilebilir tahsis, ekspertiz, ipotek veya toplam masraf alanlari sunmadigi icin fee alanlari NULL birakildi. Canonical urun verisi degistirilmedi.",2026-08-20T06:03:06.575040+03:00,Ziraat Katılım,Konut Finansmanı,https://www.ziraatkatilim.com.tr/finansal-hesaplama-araci,konut_finansmani,Konut Finansmanı
386,benchmark_100000_36,live_calculator_snapshot,100000.0,36,standard,4.99,7240.52,260658.72,,,,,,,,verified_live_calculator_direct_mapping,official_live_calculator_endpoint,"Ziraat Katilim resmi Finansal Hesaplama Araci kullanilarak 100.000 TL / 36 ay senaryosu canli olarak dogrulandi. profit_share_rate, hesaplayicinin K?r Orani; monthly_installment, Taksit Tutari; total_repayment ise bankanin Toplam Geri Odenen Tutar alanidir. Calculator bu response'ta normalize edilebilir tahsis, ekspertiz, ipotek veya toplam masraf alanlari sunmadigi icin fee alanlari NULL birakildi. Canonical urun verisi degistirilmedi.",2026-08-20T06:03:06.575040+03:00,Ziraat Katılım,Bireysel İş Yeri Finansmanı,https://www.ziraatkatilim.com.tr/finansal-hesaplama-araci,isyeri_finansmani,İş Yeri Finansmanı
